时间 - Ib,Voltage [V] - Ib
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63318
27:47.3,1.6335
27:47.3,1.63318
27:47.3,1.63446
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63446
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.63446
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63446
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63446
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63446
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63285
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63318
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63446
27:47.3,1.63318
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63285
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63285
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63446
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63446
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63446
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63285
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63285
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63285
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.6335
27:47.3,1.63285
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63318
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63318
27:47.3,1.63318
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63446
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63285
27:47.3,1.6335
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63446
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63446
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63446
27:47.3,1.63318
27:47.3,1.6335
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63446
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.63446
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63446
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63446
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63285
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63446
27:47.3,1.63285
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63446
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63446
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.63414
27:47.3,1.63285
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.6335
27:47.3,1.63285
27:47.3,1.63382
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.6335
27:47.3,1.63382
27:47.3,1.63285
27:47.3,1.63414
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.3,1.63318
27:47.3,1.63382
27:47.3,1.63414
27:47.3,1.63382
27:47.3,1.63382
27:47.4,1.6335
27:47.4,1.63318
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63285
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63318
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63446
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63285
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63318
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.63285
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63318
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63285
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63414
27:47.4,1.63285
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63253
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.6335
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63414
27:47.4,1.63285
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63414
27:47.4,1.63285
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.63446
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63446
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63446
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63446
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.6351
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.6351
27:47.4,1.63414
27:47.4,1.63446
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63446
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63446
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63446
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63446
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63478
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63446
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.63414
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63478
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63446
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63446
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63446
27:47.4,1.63318
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.6335
27:47.4,1.63285
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.6335
27:47.4,1.63318
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.6335
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.6335
27:47.4,1.63318
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63414
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63318
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.63285
27:47.4,1.63382
27:47.4,1.63285
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.6335
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63414
27:47.4,1.63318
27:47.4,1.63414
27:47.4,1.63382
27:47.4,1.6335
27:47.4,1.63318
27:47.4,1.63382
